0.000000000000000000e+00 1.414346566136107430e+00 1.414346566136107874e+00 4.650000000000000355e+00 4.650000000000000355e+00 7.115653433863891486e+00 7.115653433863891486e+00
1.000000000000000000e+00 1.414334288044798660e+00 1.414334288044798660e+00 4.649309184512024018e+00 4.649309184512024018e+00 7.114284080979249580e+00 7.114284080979249580e+00
2.000000000000000000e+00 1.414297430486775919e+00 1.414297430486776364e+00 4.647237419799580493e+00 4.647237419799580493e+00 7.110177409112383273e+00 7.110177409112383273e+00
3.000000000000000000e+00 1.414235923519577609e+00 1.414235923519578053e+00 4.643786750444311551e+00 4.643786750444311551e+00 7.103337577369045697e+00 7.103337577369045697e+00
4.000000000000000000e+00 1.414149650271266045e+00 1.414149650271266490e+00 4.638960581840269271e+00 4.638960581840269271e+00 7.093771513409272700e+00 7.093771513409272700e+00
5.000000000000000000e+00 1.414038446486716394e+00 1.414038446486716394e+00 4.632763676833192790e+00 4.632763676833192790e+00 7.081488907179669390e+00 7.081488907179669390e+00
6.000000000000000000e+00 1.413902099888481700e+00 1.413902099888482589e+00 4.625202151020164187e+00 4.625202151020164187e+00 7.066502202151845324e+00 7.066502202151845324e+00
7.000000000000000000e+00 1.413740349348232339e+00 1.413740349348232783e+00 4.616283466714246941e+00 4.616283466714246941e+00 7.048826584080257973e+00 7.048826584080257973e+00
8.000000000000000000e+00 1.413552883863607557e+00 1.413552883863607557e+00 4.606016425580083506e+00 4.606016425580083506e+00 7.028479967296560105e+00 7.028479967296560105e+00
9.000000000000000000e+00 1.413339341334043819e+00 1.413339341334043819e+00 4.594411159947719980e+00 4.594411159947719980e+00 7.005482978561397012e+00 7.005482978561397012e+00
1.000000000000000000e+01 1.413099307127892557e+00 1.413099307127893667e+00 4.581479122813215454e+00 4.581479122813215454e+00 6.979858938498534116e+00 6.979858938498535004e+00
1.100000000000000000e+01 1.412832312431731907e+00 1.412832312431731907e+00 4.567233076535915259e+00 4.567233076535915259e+00 6.951633840640099038e+00 6.951633840640099038e+00
1.200000000000000000e+01 1.412537832371365765e+00 1.412537832371365765e+00 4.551687080243551620e+00 4.551687080243551620e+00 6.920836328115737679e+00 6.920836328115737679e+00
1.300000000000000000e+01 1.412215283892528372e+00 1.412215283892528372e+00 4.534856475957573352e+00 4.534856475957573352e+00 6.887497668022619202e+00 6.887497668022619202e+00
1.400000000000000000e+01 1.411864023387590761e+00 1.411864023387592759e+00 4.516757873452426963e+00 4.516757873452426963e+00 6.851651723517261594e+00 6.851651723517262482e+00
1.500000000000000000e+01 1.411483344052926636e+00 1.411483344052927746e+00 4.497409133863714992e+00 4.497409133863714992e+00 6.813334923674501553e+00 6.813334923674501553e+00
1.600000000000000000e+01 1.411072472959656876e+00 1.411072472959657764e+00 4.476829352061408862e+00 4.476829352061408862e+00 6.772586231163159276e+00 6.772586231163159276e+00
1.700000000000000000e+01 1.410630567818541570e+00 1.410630567818541570e+00 4.455038837805521013e+00 4.455038837805521013e+00 6.729447107792500660e+00 6.729447107792500660e+00
1.800000000000000000e+01 1.410156713417562546e+00 1.410156713417562990e+00 4.432059095702820528e+00 4.432059095702820528e+00 6.683961477988078492e+00 6.683961477988078492e+00
1.900000000000000000e+01 1.409649917708444278e+00 1.409649917708444278e+00 4.407912803984386230e+00 4.407912803984386230e+00 6.636175690260328608e+00 6.636175690260328608e+00
2.000000000000000000e+01 1.409109107515769788e+00 1.409109107515769788e+00 4.382623792124926254e+00 4.382623792124926254e+00 6.586138476734083369e+00 6.586138476734083369e+00
2.100000000000000000e+01 1.408533123839635026e+00 1.408533123839635026e+00 4.356217017325966445e+00 4.356217017325966445e+00 6.533900910812297624e+00 6.533900910812297624e+00
2.200000000000000000e+01 1.407920716719772480e+00 1.407920716719773813e+00 4.328718539886104111e+00 4.328718539886104111e+00 6.479516363052434613e+00 6.479516363052434613e+00
2.300000000000000000e+01 1.407270539625839811e+00 1.407270539625840255e+00 4.300155497482643696e+00 4.300155497482643696e+00 6.423040455339445565e+00 6.423040455339446453e+00
2.400000000000000000e+01 1.406581143335033257e+00 1.406581143335033479e+00 4.270556078389976307e+00 4.270556078389976307e+00 6.364531013444919338e+00 6.364531013444919338e+00
2.500000000000000000e+01 1.405850969254428318e+00 1.405850969254428318e+00 4.239949493661166358e+00 4.239949493661166358e+00 6.304048018067905268e+00 6.304048018067905268e+00
2.600000000000000000e+01 1.405078342141265813e+00 1.405078342141266257e+00 4.208365948300164305e+00 4.208365948300164305e+00 6.241653554459061226e+00 6.241653554459061226e+00
2.700000000000000000e+01 1.404261462170003583e+00 1.404261462170003583e+00 4.175836611453112468e+00 4.175836611453112468e+00 6.177411760736221780e+00 6.177411760736221780e+00
2.800000000000000000e+01 1.403398396290113093e+00 1.403398396290113315e+00 4.142393585648164844e+00 4.142393585648164844e+00 6.111388775006217244e+00 6.111388775006217244e+00
2.900000000000000000e+01 1.402487068813536242e+00 1.402487068813536908e+00 4.108069875114166436e+00 4.108069875114166436e+00 6.043652681414796390e+00 6.043652681414796390e+00
3.000000000000000000e+01 1.401525251165125496e+00 1.401525251165125496e+00 4.072899353209462170e+00 4.072899353209462170e+00 5.974273455253798382e+00 5.974273455253798382e+00
3.100000000000000000e+01 1.400510550723640169e+00 1.400510550723640391e+00 4.036916728992983039e+00 4.036916728992983039e+00 5.903322907262325892e+00 5.903322907262325892e+00
3.200000000000000000e+01 1.399440398674661967e+00 1.399440398674662411e+00 4.000157512970595519e+00 4.000157512970595519e+00 5.830874627266526389e+00 5.830874627266527277e+00
3.300000000000000000e+01 1.398312036790388735e+00 1.398312036790388735e+00 3.962657982050519667e+00 3.962657982050519667e+00 5.757003927310650582e+00 5.757003927310650582e+00
3.400000000000000000e+01 1.397122503044578634e+00 1.397122503044578634e+00 3.924455143742401120e+00 3.924455143742401120e+00 5.681787784440223810e+00 5.681787784440223810e+00
3.500000000000000000e+01 1.395868615964205528e+00 1.395868615964205528e+00 3.885586699635365626e+00 3.885586699635365626e+00 5.605304783306525707e+00 5.605304783306525707e+00
3.600000000000000000e+01 1.394546957612607718e+00 1.394546957612608162e+00 3.846091008191101945e+00 3.846091008191101945e+00 5.527635058769595489e+00 5.527635058769595489e+00
3.700000000000000000e+01 1.393153855092445825e+00 1.393153855092446269e+00 3.806007046888692624e+00 3.806007046888692624e+00 5.448860238684938295e+00 5.448860238684938295e+00
3.800000000000000000e+01 1.391685360450798825e+00 1.391685360450799047e+00 3.765374373758548998e+00 3.765374373758548998e+00 5.369063387066299597e+00 5.369063387066299597e+00
