0.000000000000000000e+00 1.725856580936811602e+00 1.725856580936812712e+00 3.679999999999999716e+00 3.679999999999999716e+00 6.774143419063188176e+00 6.774143419063188176e+00
1.000000000000000000e+00 1.725845877776690962e+00 1.725845877776691406e+00 3.679388134853507353e+00 3.679388134853507353e+00 6.772930391930323424e+00 6.772930391930325200e+00
2.000000000000000000e+00 1.725813747985719182e+00 1.725813747985719404e+00 3.677553143251056866e+00 3.677553143251056866e+00 6.769292538516395119e+00 6.769292538516395119e+00
3.000000000000000000e+00 1.725760130553304350e+00 1.725760130553305238e+00 3.674496836107818964e+00 3.674496836107818964e+00 6.763233541662334147e+00 6.763233541662334147e+00
4.000000000000000000e+00 1.725684923532075032e+00 1.725684923532075699e+00 3.670222229629952260e+00 3.670222229629952260e+00 6.754759535727830944e+00 6.754759535727831832e+00
5.000000000000000000e+00 1.725587983641567069e+00 1.725587983641568179e+00 3.664733542337970995e+00 3.664733542337970995e+00 6.743879101034373491e+00 6.743879101034373491e+00
6.000000000000000000e+00 1.725469125709965690e+00 1.725469125709965690e+00 3.658036190903573903e+00 3.658036190903573903e+00 6.730603256097182907e+00 6.730603256097182907e+00
7.000000000000000000e+00 1.725328121950338023e+00 1.725328121950339133e+00 3.650136784804046464e+00 3.650136784804046464e+00 6.714945447657756361e+00 6.714945447657756361e+00
8.000000000000000000e+00 1.725164701066903561e+00 1.725164701066903561e+00 3.641043119799502570e+00 3.641043119799502570e+00 6.696921538532102147e+00 6.696921538532102147e+00
9.000000000000000000e+00 1.724978547185651578e+00 1.724978547185651578e+00 3.630764170239409339e+00 3.630764170239409339e+00 6.676549793293166779e+00 6.676549793293166779e+00
1.000000000000000000e+01 1.724769298602585765e+00 1.724769298602586876e+00 3.619310080205990765e+00 3.619310080205990765e+00 6.653850861809393891e+00 6.653850861809393891e+00
1.100000000000000000e+01 1.724536546341641996e+00 1.724536546341643106e+00 3.606692153503239240e+00 3.606692153503239240e+00 6.628847760664836386e+00 6.628847760664836386e+00
1.200000000000000000e+01 1.724279832513063049e+00 1.724279832513063937e+00 3.592922842501431901e+00 3.592922842501431901e+00 6.601565852489800434e+00 6.601565852489800434e+00
1.300000000000000000e+01 1.723998648461714245e+00 1.723998648461715355e+00 3.578015735848136814e+00 3.578015735848136814e+00 6.572032823234559729e+00 6.572032823234559729e+00
1.400000000000000000e+01 1.723692432693361809e+00 1.723692432693362697e+00 3.561985545057864577e+00 3.561985545057864577e+00 6.540278657422365249e+00 6.540278657422366138e+00
1.500000000000000000e+01 1.723360568565433626e+00 1.723360568565433626e+00 3.544848089993576146e+00 3.544848089993576146e+00 6.506335611421719456e+00 6.506335611421719456e+00
1.600000000000000000e+01 1.723002381727116061e+00 1.723002381727116950e+00 3.526620283254390920e+00 3.526620283254390920e+00 6.470238184781663904e+00 6.470238184781665680e+00
1.700000000000000000e+01 1.722617137291943212e+00 1.722617137291943434e+00 3.507320113484889923e+00 3.507320113484889923e+00 6.432023089677837646e+00 6.432023089677839423e+00
