0.000000000000000000e+00 1.615959698755787377e+00 1.615959698755787599e+00 1.840000000000000080e+00 1.840000000000000080e+00 3.204040301244212685e+00 3.204040301244212685e+00
1.000000000000000000e+00 1.615929061221280438e+00 1.615929061221280882e+00 1.839842099317034130e+00 1.839842099317034130e+00 3.203755137412787057e+00 3.203755137412787501e+00
2.000000000000000000e+00 1.615837112831816302e+00 1.615837112831816302e+00 1.839368553097046943e+00 1.839368553097046943e+00 3.202899993362277709e+00 3.202899993362277709e+00
3.000000000000000000e+00 1.615683746208190330e+00 1.615683746208190552e+00 1.838579828672985750e+00 1.838579828672985750e+00 3.201475911137781072e+00 3.201475911137781072e+00
4.000000000000000000e+00 1.615468782314426033e+00 1.615468782314426255e+00 1.837476704420632823e+00 1.837476704420632823e+00 3.199484626526839293e+00 3.199484626526839737e+00
5.000000000000000000e+00 1.615191970353941686e+00 1.615191970353941908e+00 1.836060268990444166e+00 1.836060268990444166e+00 3.196928567626946549e+00 3.196928567626946549e+00
6.000000000000000000e+00 1.614852987628444092e+00 1.614852987628444092e+00 1.834331920233180480e+00 1.834331920233180480e+00 3.193810852837916769e+00 3.193810852837916769e+00
7.000000000000000000e+00 1.614451439363903340e+00 1.614451439363903340e+00 1.832293363820399312e+00 1.832293363820399312e+00 3.190135288276895409e+00 3.190135288276895409e+00
8.000000000000000000e+00 1.613986858509271149e+00 1.613986858509271372e+00 1.829946611561162007e+00 1.829946611561162007e+00 3.185906364613052766e+00 3.185906364613053210e+00
9.000000000000000000e+00 1.613458705515056879e+00 1.613458705515057323e+00 1.827293979416621861e+00 1.827293979416621861e+00 3.181129253318186301e+00 3.181129253318186745e+00
1.000000000000000000e+01 1.612866368100358772e+00 1.612866368100358772e+00 1.824338085214449068e+00 1.824338085214449068e+00 3.175809802328539266e+00 3.175809802328539710e+00
1.100000000000000000e+01 1.612209161018594683e+00 1.612209161018594905e+00 1.821081846065352172e+00 1.821081846065352172e+00 3.169954531112109564e+00 3.169954531112110008e+00
1.200000000000000000e+01 1.611486325833920041e+00 1.611486325833920263e+00 1.817528475484240458e+00 1.817528475484240458e+00 3.163570625134560554e+00 3.163570625134560999e+00
1.300000000000000000e+01 1.610697030722231027e+00 1.610697030722231027e+00 1.813681480218874098e+00 1.813681480218874098e+00 3.156665929715516405e+00 3.156665929715516850e+00
1.400000000000000000e+01 1.609840370312706881e+00 1.609840370312707103e+00 1.809544656789126238e+00 1.809544656789126238e+00 3.149248943265545275e+00 3.149248943265545719e+00
1.500000000000000000e+01 1.608915365588121205e+00 1.608915365588121205e+00 1.805122087740277825e+00 1.805122087740277825e+00 3.141328809892434570e+00 3.141328809892434570e+00
1.600000000000000000e+01 1.607920963864580610e+00 1.607920963864580832e+00 1.800418137614036462e+00 1.800418137614036462e+00 3.132915311363491995e+00 3.132915311363491995e+00
1.700000000000000000e+01 1.606856038874046710e+00 1.606856038874046932e+00 1.795437448641261868e+00 1.795437448641261868e+00 3.124018858408477151e+00 3.124018858408477151e+00
