-5.000000000000000000e+00 4.383792395553902529e-04
-4.974999999999999645e+00 4.425005507715518691e-04
-4.950000000000000178e+00 4.466869664343897216e-04
-4.924999999999999822e+00 4.509400435375119634e-04
-4.900000000000000355e+00 4.552613916844302686e-04
-4.875000000000000000e+00 4.596526754516545247e-04
-4.849999999999999645e+00 4.641156168855695065e-04
-4.825000000000000178e+00 4.686519981422400806e-04
-4.799999999999999822e+00 4.732636642800408847e-04
-4.775000000000000355e+00 4.779525262157865691e-04
-4.750000000000000000e+00 4.827205638559345586e-04
-4.724999999999999645e+00 4.875698294153757158e-04
-4.700000000000000178e+00 4.925024509373832678e-04
-4.674999999999999822e+00 4.975206360294397211e-04
-4.650000000000000355e+00 5.026266758309185130e-04
-4.625000000000000000e+00 5.078229492299865012e-04
-4.599999999999999645e+00 5.131119273486105681e-04
-4.575000000000000178e+00 5.184961783162319151e-04
-4.549999999999999822e+00 5.239783723545111873e-04
-4.525000000000000355e+00 5.295612871975824551e-04
-4.500000000000000000e+00 5.352478138745114930e-04
-4.474999999999999645e+00 5.410409628831109284e-04
-4.450000000000000178e+00 5.469438707870458074e-04
-4.424999999999999822e+00 5.529598072711790517e-04
-4.400000000000000355e+00 5.590921826934917025e-04
-4.375000000000000000e+00 5.653445561756680884e-04
-4.349999999999999645e+00 5.717206442785970066e-04
-4.325000000000000178e+00 5.782243303136821262e-04
-4.299999999999999822e+00 5.848596743460418622e-04
-4.275000000000000355e+00 5.916309239514381440e-04
-4.250000000000000000e+00 5.985425257952561601e-04
-4.224999999999999645e+00 6.055991381090713391e-04
-4.200000000000000178e+00 6.128056441484641811e-04
-4.174999999999999822e+00 6.201671667248470632e-04
-4.150000000000000355e+00 6.276890839143062359e-04
-4.125000000000000000e+00 6.353770460580132097e-04
-4.099999999999999645e+00 6.432369941817682067e-04
-4.075000000000000178e+00 6.512751799769655016e-04
-4.049999999999999822e+00 6.594981875019257766e-04
-4.025000000000000355e+00 6.679129567814380379e-04
-4.000000000000000000e+00 6.765268095038260527e-04
-3.974999999999999645e+00 6.853474770392959737e-04
-3.950000000000000178e+00 6.943831310311977421e-04
-3.924999999999999822e+00 7.036424168436935514e-04
-3.899999999999999911e+00 7.131344901857993197e-04
-3.875000000000000000e+00 7.228690572736437342e-04
-3.849999999999999645e+00 7.328564189409207371e-04
-3.825000000000000178e+00 7.431075191630083857e-04
-3.799999999999999822e+00 7.536339985243381643e-04
-3.774999999999999911e+00 7.644482532328278649e-04
-3.750000000000000000e+00 7.755635003713801275e-04
-3.724999999999999645e+00 7.869938501767332045e-04
-3.700000000000000178e+00 7.987543862529943679e-04
-3.674999999999999822e+00 8.108612547641162304e-04
